name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
No Limit,No Limits,2 Unlimited,7voHUmPNDuYZ1SW1mwRu26,1993-05-10,64,224220,0.65,0.00872,0.985,0.00422,0.0485,0.757,-14.404,0.0445,141.047,5,4
It's Like That,The Greatest Hits,Run–D.M.C.,0CtkjgZpkgnW7U6WmHsakD,2002-09-10,63,250626,0.852,0.0168,0.874,0.45,0.133,0.666,-11.208,0.0427,129.029,7,4
I'm Outta Love - Radio Edit,Pieces of A Dream,Anastacia,2CaseM6BKvQpi6blK8nbxC,1999,42,245400,0.761,0.396,0.716,0.0,0.0771,0.649,-5.8,0.056,119.41,10,4
Rhythm Divine,Enrique,Enrique Iglesias,4XifD1V0kWoG4WwsXTwS3y,1999-01-01,56,209773,0.628,0.13,0.971,0.0,0.0937,0.443,-2.713,0.16,101.999,9,4
Pony,R&B: From Doo-Wop To Hip-Hop,Various Artists,6mz1fBdKATx6qP4oP1I65G,1999-10-08,73,251733,0.749,0.00186,0.605,0.0381,0.115,0.966,-9.359,0.086,142.024,8,4
The Bomb! (These Sounds Fall Into My Mind) - Radio Edit,The Bomb (These Sounds Fall Into My Mind),The Bucketheads,0qQiqwzddwQmtoGcF3Uzm5,1995-01-01,51,202825,0.788,0.00193,0.875,0.536,0.107,0.936,-3.742,0.0339,125.918,9,4
He Wasn't Man Enough,The Essential Toni Braxton,Toni Braxton,4a8e7TuFTFFtCyDAFb4JCD,2007-02-12,0,262093,0.737,0.0108,0.927,2.9e-05,0.384,0.745,-4.191,0.0414,88.014,11,4
Living On My Own - No More Brothers Radio Mix,Never Boring,Freddie Mercury,361VJCtpxxjA32lh4P0jZU,2019-10-11,62,217411,0.644,0.000214,0.792,1.43e-05,0.102,0.482,-8.95,0.0311,123.927,9,4
Better Off Alone,Who Needs Guitars Anyway?,Alice Deejay,0pMUR7Uvp6vxlbG0qBFvgM,2000,74,214883,0.671,0.00181,0.88,0.691,0.285,0.782,-6.149,0.0552,136.953,8,4
Saturday Night - Radio Mix,Saturday Night Single,Whigfield,59VRFpPnC8pOhIH2WCWXF9,1994-09-19,67,247405,0.728,0.0449,0.784,0.0918,0.0964,0.964,-11.776,0.0379,129.981,11,4
Shy Guy,Tougher Than Love,Diana King,3ldG6XCLDXxWg1N6XhrSKo,1995-04-14,61,258560,0.714,0.0128,0.825,0.000569,0.049,0.751,-5.447,0.0751,94.074,11,4
Cose della vita,Tutte storie,Eros Ramazzotti,7L93Qjqgh05ZuFflWWyTjN,1993-04-19,52,288893,0.502,0.0634,0.603,0.000504,0.224,0.474,-9.496,0.0311,176.199,6,4
Sweat (A La La La La Long),Blazzin' Fire,Inner Circle,1SssFw74DdHVjRa6ADggdD,2010-12-14,72,227067,0.787,0.0124,0.728,0.0,0.157,0.94,-7.705,0.218,173.026,0,4
"Boom, Boom, Boom, Boom!!",The Party Album!,Vengaboys,6JaKSbteuZKkT6o4GrN1G4,1999-06-04,48,202583,0.801,0.0118,0.947,0.427,0.0248,0.968,-4.624,0.0387,138.489,11,4
Around the World,Homework,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,1997-01-17,75,429533,0.956,0.00356,0.795,0.889,0.0906,0.841,-5.311,0.15,121.294,7,4
My Love Is Your Love,My Love Is Your Love,Whitney Houston,1ckU1EhAO0Nr73QYw24SWJ,1998-11-17,67,261573,0.77,0.0561,0.475,4.72e-06,0.0607,0.473,-9.512,0.159,82.511,7,4
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Ghetto Supastar,Pras,31bf9SEOppLU6lQ85d8om6,1998-10-03,68,261133,0.818,0.0335,0.653,5.46e-06,0.22,0.533,-8.396,0.204,99.931,1,4
Regulate,Above The Rim,Soundtrack/Cast Album,3Q8PSzpMJknr3rzuVwDYrR,2001,0,249360,0.849,0.0767,0.578,0.0,0.1,0.742,-11.099,0.206,95.281,4,4
"Bailamos - From ""Wild Wild West""",Enrique,Enrique Iglesias,1ySwd43oWXbrytN2BD0Mhb,1999-01-01,59,212693,0.629,0.0532,0.885,0.00252,0.105,0.567,-4.508,0.0384,99.881,7,4
If You Had My Love,On The 6,Jennifer Lopez,3x4yV0hW5Ve3TKhFkXSqFn,1999-06-01,62,266000,0.68,0.0645,0.625,5.81e-05,0.109,0.814,-7.0,0.0353,94.02,11,4
Kingston Town,Labour Of Love II,UB40,1YnVYHXoak0syv4xBRHQRb,1989-01-01,67,231733,0.957,0.119,0.226,0.0358,0.0796,0.768,-14.606,0.0594,102.072,8,4
Everybody (Backstreet's Back) - Radio Edit,Backstreet's Back,Backstreet Boys,1di1BEgJYzPvXUuinsYJGP,1997-08-12,75,225360,0.731,0.0352,0.853,0.0,0.268,0.605,-4.219,0.0363,108.016,10,4
Got 'Til It's Gone,The Velvet Rope,Janet Jackson,6jUyYHDikmw9WltPojSR37,1997-10-07,63,241760,0.789,0.0218,0.412,0.000312,0.3,0.518,-7.518,0.243,89.914,7,4
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,4INDiWSKvqSKDEu7mh8HFz,1997-03-04,74,257399,0.845,0.0128,0.884,2.1e-06,0.203,0.904,-4.506,0.0759,104.536,6,4
Informer,12 Inches Of Snow,Snow,2LjiPAQOVazT8sRyXL3XRs,1993,63,268910,0.763,0.0984,0.742,0.0,0.38,0.483,-10.975,0.188,98.145,6,4
Gettin' Jiggy Wit It,Big Willie Style,Will Smith,0weAUscowxeqDtpCgtbpgp,1997-10-03,71,227933,0.881,0.0175,0.874,1.14e-06,0.154,0.858,-4.505,0.139,107.891,6,4
The Rhythm of the Night,The Rhythm of the Night,Corona,0ofMkI3jzmGCElAOgOLeo3,1994,69,264280,0.69,0.000232,0.805,0.739,0.095,0.799,-11.522,0.0336,127.808,5,4
Butterfly,The Gift Of Game,Crazy Town,4BggEwLhGfrbrl7JBhC8EC,1999-11-04,72,216733,0.736,0.00132,0.811,0.000142,0.107,0.609,-4.17,0.081,103.502,9,4
It's Not Right But It's Okay,My Love Is Your Love,Whitney Houston,3M5CUQzQ59GdpADOQiVW99,1998-11-17,0,292400,0.805,0.143,0.807,0.000893,0.0729,0.527,-7.076,0.0833,127.901,1,4
Here Comes the Hotstepper - Heartical Mix,Here Comes The Hotstepper,Ini Kamoze,3QRM0qZB7oMYavveH0iEqx,1994,0,250466,0.889,0.0141,0.454,0.000186,0.203,0.436,-8.598,0.221,100.36,4,4
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,Surprise,Crystal Waters,1SShxVVBeZBCY7WddnksPz,1991-01-01,65,451826,0.484,0.000779,0.641,0.278,0.0738,0.181,-12.612,0.0377,119.981,5,4
I Promised Myself,Move Until We Fly,Nick Kamen,5jVJAojK3LFKETjI2gYb8O,1990,62,240773,0.581,0.00424,0.801,0.00171,0.0326,0.692,-12.282,0.0306,128.179,9,4
Sandstorm - Radio Edit,Before The Storm,Darude,24CXuh2WNpgeSYUOvz14jk,2007-04-18,14,225373,0.539,0.169,0.98,0.982,0.084,0.522,-8.18,0.0469,136.087,11,4
Thunderstruck,The Razors Edge,AC/DC,57bgtoPSgt236HzfBOd8kj,1990-09-24,82,292880,0.502,0.000147,0.89,0.0117,0.217,0.259,-5.175,0.0364,133.52,4,4
It Wasn't Me,Hot Shot (International Version #2),Shaggy,1lzr43nnXAijIGYnCT8M8H,2000,0,227600,0.853,0.0561,0.606,0.0,0.313,0.654,-4.596,0.0713,94.759,0,4
Children,Children (Dance Vault Mixes),Robert Miles,4wtR6HB3XekEengMX17cpc,1996-07-11,68,243266,0.604,0.000298,0.755,0.817,0.0625,0.387,-10.761,0.0337,137.064,0,4
You're Makin' Me High,Secrets,Toni Braxton,5bJ796cOnGBzSN5bm4mwMj,1996-06-18,57,267440,0.853,0.0118,0.563,2.12e-05,0.119,0.893,-8.663,0.0379,92.112,10,4
Scatman (ski-ba-bop-ba-dop-bop),Scatman's World,Scatman John,623rRTKwGmgjH6sjE9uWLh,1995-06-01,68,215973,0.65,0.0662,0.82,0.00272,0.215,0.757,-10.9,0.0356,135.982,5,4
Macarena - Bayside Boys Remix,Fiesta Macarena,Los Del Rio,7obdw7ZGr6l1GqSBkFiY11,1996-04-29,54,252133,0.741,0.249,0.868,2.19e-06,0.0945,0.947,-8.589,0.0527,103.201,1,4
Missing - Todd Terry Remix / Radio Edit,Like The Deserts Miss The Rain,Everything But The Girl,1IsvXZXAV9EBC4hBKW6yDN,2002-01-01,61,235026,0.739,0.0217,0.853,0.00357,0.057,0.652,-6.539,0.0296,123.509,9,4
No Diggity,Another Level,Blackstreet,6MdqqkQ8sSC0WB4i8PyRuQ,1996-09-09,76,304600,0.867,0.303,0.646,0.0,0.279,0.67,-4.674,0.288,88.634,1,4
Be With You,Enrique,Enrique Iglesias,1lZ4j5WBURBwZ0M5TT46wP,1999-11-23,57,220160,0.69,0.0359,0.871,0.000843,0.0347,0.561,-5.484,0.0329,121.984,1,4
"What Is Love - 7"" Mix",The Album 2nd Edition,Haddaway,3NvS0SxNWIPiAJoPWUpZzr,1993-11-29,59,270373,0.683,0.0222,0.772,0.0156,0.203,0.738,-7.907,0.031,123.869,7,4
Get Ready,Get Ready,2 Unlimited,4tvOVmc2jorV20Z2hFDtDg,1992-02-24,59,222911,0.77,0.0171,0.875,4.37e-05,0.0457,0.809,-5.222,0.107,124.841,9,4
Relight My Fire (feat. Lulu),Everything Changes,Take That,1EflNuGtIko1YjBAmbZAQr,1993,0,251760,0.653,0.0379,0.943,0.0,0.0989,0.925,-7.315,0.0515,122.586,9,4
Waiting for Tonight,Dance Again...The Hits,Jennifer Lopez,5jOvmh1DYmaiBPETL6HCRY,2012-07-20,55,246506,0.694,0.00224,0.941,0.0826,0.109,0.854,-6.108,0.0408,125.014,10,4
Mysterious Girl - Radio Edit,The Long Road Back,Peter Andre,3GCpEbJzknVdpvx9WI03x3,2004-06-07,59,217106,0.655,0.14,0.822,0.0,0.298,0.859,-5.755,0.211,171.983,8,4
Return of the Mack,Return of the Mack,Mark Morrison,3jDdpx9PMlfMBS5tOBHFm9,1996-04-22,74,213093,0.715,0.00631,0.833,0.0,0.164,0.612,-5.379,0.108,95.487,2,4
Mambo No. 5 (A Little Bit of...),King of Mambo,Lou Bega,5lA6mFOvaiienokVbTZEQx,2002-05-31,0,219600,0.607,0.107,0.802,0.0,0.305,0.901,-6.849,0.403,174.201,5,4
Strong Enough,Believe,Cher,144JMbvbR5txNzoZ112wo4,1998,66,224000,0.593,0.0495,0.923,0.0,0.29,0.587,-6.19,0.101,124.862,0,4
Earth Song,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,4GCGH6TJ69neckwITeBFXK,1995-06-16,64,406040,0.501,0.482,0.439,0.000117,0.087,0.145,-7.521,0.0313,138.377,3,4
Would I Lie To You?,Reeling In The Decades,Various Artists,3AGr9oU017BVQnT0zwkhyQ,2011-01-01,62,217973,0.547,0.393,0.606,0.0,0.203,0.737,-8.39,0.0774,202.411,11,4
Life,Supernatural,Des'ree,5LGqFIVBf3ZUeFBpc87CFS,1998-06-29,66,216040,0.721,0.112,0.74,4.12e-05,0.0848,0.714,-5.453,0.0416,104.815,1,4
Barbie Girl,Aquarium (Special Edition),Aqua,5ZrDlcxIDZyjOzHdYW1ydr,1997-01-01,72,197960,0.812,0.0167,0.879,0.224,0.366,0.962,-10.998,0.0397,129.991,1,4
The Bad Touch,Hooray For Boobies,Bloodhound Gang,5EYdTPdJD74r9EVZBztqGG,1999-10-04,70,260506,0.831,0.00397,0.735,0.0205,0.123,0.97,-6.254,0.0384,122.979,0,4
My Name Is,The Slim Shady LP,Eminem,75IN3CtuZwTHTnZvYM4qnJ,1999-02-23,74,268400,0.869,0.0416,0.68,1.12e-06,0.0914,0.815,-6.233,0.318,85.519,1,4
Jump Around,House Of Pain,House Of Pain,2oTDOIAdsxPTE7yAp4YOcv,1992,0,214946,0.854,0.0113,0.71,8.72e-05,0.166,0.818,-6.32,0.0793,106.894,4,4
This Is How We Do It,90s R&B,Various Artists,1zZQqAVzY4FS8jSOXt8RTm,2017-07-14,49,237182,0.795,0.0164,0.698,0.0,0.411,0.768,-7.231,0.0759,103.65,1,4
All That She Wants,The Sign,Ace of Base,6kWJvPfC4DgUpRsXKNa9z9,1993-12-24,72,211213,0.798,0.00547,0.625,7.98e-05,0.103,0.858,-9.689,0.0548,93.764,11,4
Big Big World,100 Essential Love Songs (Online version),Various Artists,6nzZXE4iUSpG4LSlSGNH5e,2006-01-01,0,202133,0.629,0.239,0.565,0.00034,0.259,0.585,-10.836,0.0271,88.006,7,4
Cotton Eye Joe,Sex & Violins,Rednex,06hsdMbBxWGqBO0TV0Zrkf,1994-08-12,70,194000,0.729,0.0129,0.936,0.000892,0.0367,0.598,-7.536,0.0776,131.986,9,4
Think Twice,The Colour Of My Love,Céline Dion,5T0VoskNbpJIqm2RSPU2Xt,1993-11-09,60,288000,0.547,0.387,0.397,0.0,0.14,0.277,-10.463,0.0271,134.346,2,4
Quit Playing Games (With My Heart),Backstreet Boys,Backstreet Boys,0Uqs7ilt5kGX9NzFDWTBrP,1996-05-06,67,232666,0.8,0.0559,0.825,2.18e-06,0.141,0.903,-6.552,0.034,100.035,11,4
The Most Beautiful Girl In the World,The Gold Experience,Prince,0aPaGIX2QIMAH5SMp0VEMe,1995-09-26,59,265320,0.489,0.0182,0.693,5.63e-06,0.304,0.453,-4.952,0.0427,185.758,6,4
Genie In a Bottle,Christina Aguilera (Expanded Edition),Christina Aguilera,11mwFrKvLXCbcVGNxffGyP,1999,71,217573,0.633,0.209,0.8,0.000123,0.137,0.913,-6.945,0.166,175.716,1,4
I Have Nothing - Film Version,I Wish You Love: More From The Bodyguard,Whitney Houston,76puoNshqjAAocKl5KbmpQ,2017-11-17,55,296040,0.486,0.757,0.448,0.0,0.0852,0.17,-9.133,0.0342,152.864,7,3
You,You,Ten Sharp,6lbme14HiDWYmGiw1I2Dv6,1991,64,272983,0.405,0.426,0.901,0.0185,0.188,0.666,-7.905,0.0315,174.041,11,4
As,Mary,Mary J. Blige,5q04pZVJMn7W3NKwsU7FcR,1999-01-01,0,281906,0.668,0.114,0.792,0.0,0.211,0.743,-6.765,0.187,93.186,8,4
Now That We Found Love,Peaceful Journey,Heavy D & The Boyz,1KONmY3enP3r3nIPQidWAy,1991-01-01,62,258200,0.744,0.039,0.697,0.0,0.171,0.683,-14.753,0.0631,119.955,8,4
I've Been Thinking About You,Best! The Singles,Londonbeat,3zjZaGqcepRo80Btq4C1x0,1995-11-18,0,229773,0.681,0.0231,0.667,0.00414,0.0727,0.89,-12.719,0.0388,113.549,11,4
"Fastlove, Pt. 1",Older,George Michael,6SaeXxdt0Id6ZzmX0ZGTQK,1996-05-13,63,324666,0.735,0.052,0.64,0.00102,0.345,0.551,-7.522,0.072,104.444,10,4
Ascension (Don't Ever Wonder) - Remastered 2021,Maxwell's Urban Hang Suite,Maxwell,6l4TNbfPtNAOOlGIfceSaO,1996-04-02,63,345975,0.762,0.111,0.459,0.0219,0.147,0.749,-10.307,0.0379,96.069,0,4
Together Again,The Velvet Rope,Janet Jackson,1GrikfH0jDejDvrxo84n4P,1997-10-07,67,301200,0.873,0.078,0.593,0.00697,0.104,0.495,-8.942,0.103,123.091,7,4
7 Seconds (feat. Neneh Cherry),7 Seconds: The Best Of Youssou N'Dour,Youssou N'Dour,76D5nfZbYzZYfUZKGy73jy,2004,58,305773,0.68,0.0838,0.702,1.79e-06,0.326,0.509,-9.621,0.0267,154.198,1,4
High,Postcards From Heaven,Lighthouse Family,7zB3ZhA5v33pA4rCdKKGqq,1997,55,310333,0.664,0.0994,0.622,0.0738,0.112,0.614,-8.505,0.0253,102.342,10,4
Baby Baby,The Rhythm of the Night,Corona,4lDKORchTM8Rd0PFQFXTLX,1994,57,228013,0.639,0.00336,0.869,0.002,0.0576,0.562,-8.479,0.0311,133.033,7,4
U Can't Touch This,Please Hammer Don't Hurt 'Em,MC Hammer,1B75hgRqe7A4fwee3g3Wmu,1990-02-20,74,257360,0.867,0.00456,0.517,0.000339,0.0864,0.866,-13.222,0.0875,133.148,11,4
Breathe,The Fat of the Land,The Prodigy,5FCyoZGaN6nRod1oNDJIWZ,1997-06-30,0,334800,0.682,0.00994,0.819,0.881,0.0389,0.312,-6.116,0.0501,130.032,9,4
I'm Every Woman,The Bodyguard - Original Soundtrack Album,Whitney Houston,2eHj0klWkwRQuIrNlPpCPa,1992-11-17,61,285106,0.665,0.0178,0.847,0.00288,0.126,0.4,-8.314,0.0535,119.555,5,4
Sing It Back - Boris Dlugosch Mix,Catalogue,Moloko,53qhh1kdcX4gRBShoW4LK8,2006-07-17,63,278000,0.761,0.00698,0.775,0.000543,0.0512,0.966,-7.495,0.0339,123.017,3,4
Always There - Edit,90s Soul,Various Artists,6BxLhB782dObX1y4kDJDIU,2001-01-01,44,205813,0.72,0.00565,0.625,0.00105,0.333,0.45,-10.399,0.0332,116.822,1,4
Something Got Me Started,Stars Collectors Edition,Simply Red,13ujo68nFbY4f1M3BrsI7L,1991,0,240706,0.698,0.019,0.91,7.73e-05,0.11,0.715,-6.563,0.0459,112.112,2,4
Tearin' up My Heart - Radio Edit,'N Sync UK Version,*NSYNC,73q3FpQVXWk5eSUnyo83E4,1997,64,209400,0.687,0.00211,0.918,1.26e-05,0.344,0.747,-4.676,0.0392,110.06,7,4
Too Close,Platinum & Gold Collection,Next,2fyTojfPYs67KBWN4WYRX7,2004-04-30,52,258866,0.85,0.0117,0.398,0.0,0.263,0.713,-9.816,0.0534,99.717,7,4
Without You,Music Box,Mariah Carey,1kMOJBmpfWD9fir6st9uqS,1993-08-31,70,213666,0.576,0.323,0.526,2.01e-06,0.0548,0.147,-8.524,0.0325,122.06,6,4
Believe,Believe,Cher,2goLsvvODILDzeeiT4dAoR,1998,76,239026,0.652,0.0082,0.917,0.0,0.0509,0.459,-6.72,0.0548,132.975,6,4
All Around the World - Remastered,Affection,Lisa Stansfield,1DapqOfkDAQCiKnvfwKo0g,1989,64,265760,0.671,0.573,0.914,2.77e-06,0.0856,0.806,-4.598,0.107,101.201,1,4
Insane in the Brain,Black Sunday,Cypress Hill,1oTHteQbmJw15rPxPVXUTv,1993-07-20,74,208266,0.897,0.0291,0.611,0.186,0.0894,0.769,-10.489,0.211,102.304,11,4
Smells Like Teen Spirit,Nevermind (Deluxe Edition),Nirvana,1f3yAtsJtY87CTmM8RLnxf,1991-09-26,16,301920,0.502,2.55e-05,0.912,0.000173,0.106,0.72,-4.556,0.0564,116.761,1,4
