name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
What You Get Is What You See,Tina!,Tina Turner,5tZvekvsTuNO6zjQ40fDm7,2008-09-30,44,271533,0.623,0.0153,0.628,0.0218,0.244,0.929,-10.253,0.0349,156.292,5,4
Gold - Non Stop Edit,Driving,Various Artists,0x6as2plamNJK49EcpwB27,2008-04-28,32,234373,0.716,0.296,0.792,0.00891,0.079,0.64,-6.907,0.0363,143.073,10,4
Into the Groove,Celebration (double disc version),Madonna,2m0M7YqCy4lXfedh18qd8N,2009-09-18,65,285093,0.729,0.0658,0.856,0.00832,0.0691,0.804,-4.164,0.035,116.467,10,4
Gimme All Your Lovin',Eliminator,ZZ Top,0OBwxFLu6Yj61s2OagYbgY,1983-03-23,70,241080,0.63,0.00322,0.788,0.0237,0.0883,0.63,-6.7,0.0298,120.059,5,4
Pressure Down,Whispering Jack,John Farnham,6OKxpfca25E4UC23VR7E73,1986,54,227360,0.745,0.152,0.86,0.00411,0.636,0.754,-11.075,0.0439,111.804,6,4
Every Little Step,Don't Be Cruel (Expanded),Bobby Brown,77jafF0LW3uR4CDx04OK3F,1988-06-20,0,237306,0.779,0.0061,0.755,0.0,0.048,0.947,-9.04,0.0384,99.84,1,4
Moonlight Shadow,The Mike Oldfield Collection,Mike Oldfield,5Jc21xaya2MrHp2KOetrBq,2009-01-01,0,218186,0.611,0.291,0.72,0.0,0.356,0.8,-8.359,0.0259,128.594,4,4
Material Girl,Like a Virgin (Reissue),Madonna,7bkyXSi4GtVfD7itZRUR3e,1984-11-12,58,240706,0.775,0.246,0.616,6.77e-06,0.0511,0.98,-12.676,0.0317,136.63,0,4
Never Gonna Give You Up,Platinum & Gold Collection,Rick Astley,0FutrWIUM5Mg3434asiwkp,2004-03-09,0,212400,0.695,0.0262,0.976,2.41e-05,0.182,0.937,-6.982,0.0428,113.357,8,4
How Will I Know,Whitney Houston,Whitney Houston,5tdKaKLnC4SgtDZ6RlWeal,1985-02-14,70,275533,0.832,0.201,0.544,0.000139,0.632,0.928,-12.697,0.0442,119.49,6,4
"De Do Do Do, De Da Da Da",Zenyatta Mondatta (Remastered 2003),The Police,0yJvWbn8xQKiDZ84VN5lQG,1980-10-03,64,247293,0.78,0.06,0.523,0.0629,0.24,0.855,-8.884,0.051,147.86,9,4
You Spin Me Round (Like a Record),Youthquake,Dead Or Alive,7uHO4AmKtyGa5v5fsElGoC,1985-03-26,7,199666,0.567,0.0312,0.943,0.0965,0.544,0.965,-7.992,0.0387,128.207,6,4
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Solo Collection,Glenn Frey,60EtAySYm0qBlPj3LSXil6,1995-01-01,0,225506,0.646,0.103,0.833,1.39e-05,0.0883,0.95,-6.899,0.0458,149.598,7,4
(I've Had) The Time of My Life,Dirty Dancing,Various Artists,5UqqOfFa9DYXALpCCF8VwB,1987-07-10,0,289680,0.697,0.0476,0.665,0.00665,0.0796,0.485,-12.907,0.0412,108.535,6,4
Venus,True Confessions (Platinum Re-Issue),Bananarama,6KqWBiEZxRmPPGDc0PkRoV,1986,0,229164,0.722,0.0883,0.961,0.61,0.278,0.91,-4.812,0.0514,126.113,9,4
I Should Be so Lucky,Kylie,Kylie Minogue,28PaUaK6GLb0AcnOBdfyTs,1988-07-04,37,204893,0.745,0.0626,0.918,0.42,0.356,0.875,-10.263,0.0296,116.081,7,4
Like a Prayer,Like a Prayer,Madonna,2v7ywbUzCgcVohHaKUcacV,1989-03-21,65,340866,0.66,0.432,0.629,7.3e-05,0.172,0.324,-12.359,0.0387,111.926,5,4
When Tomorrow Comes - Remastered Version,Revenge,Eurythmics,37ChXB1nAYEFkzhNhgLt39,1986-06-30,53,268720,0.421,0.0727,0.98,0.0,0.459,0.509,-2.201,0.0887,139.36,5,4
The Winner Takes It All,Super Trouper,ABBA,3oEkrIfXfSh9zGnE7eBzSV,1980,73,294720,0.454,0.574,0.788,0.000766,0.0859,0.52,-6.748,0.0371,126.15,6,4
Give It Up,The Very Best of KC & the Sunshine Band,KC & The Sunshine Band,40QPoAAKKMwPms6I6FHJqy,1998-02-16,58,245800,0.84,0.08,0.654,0.000259,0.063,0.841,-12.135,0.0621,125.68,3,4
Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,0GONea6G2XdnHWjNZd6zt3,1984-11-05,81,216053,0.508,0.0183,0.834,0.0,0.0732,0.774,-6.205,0.0386,139.131,2,4
Open Your Heart,True Blue (Reissue),Madonna,6poribUG9PSY1eudyCjJTS,1986-06-30,52,253453,0.624,0.049,0.951,4.73e-06,0.195,0.795,-3.819,0.0572,113.915,7,4
You Win Again,E.S.P.,Bee Gees,19dL5Zj3Gxr6RGQHlAXxyF,1987-09-01,0,241400,0.547,0.0874,0.831,8.34e-06,0.222,0.909,-11.298,0.0319,168.581,11,4
I Knew You Were Waiting (For Me),Ladies And Gentlemen... The Best Of George Michael,George Michael,2XgDgIsVUOt9Lov5G4Wruy,1998-11-09,54,238000,0.717,0.266,0.837,0.0,0.235,0.68,-5.49,0.0457,107.989,4,4
Red Red Wine,The Very Best Of,UB40,4uOKFydzAejjSFqYbv1XPt,2000,73,183733,0.857,0.00414,0.468,1.32e-05,0.269,0.843,-8.53,0.0476,89.119,1,4
There Must Be an Angel (Playing with My Heart),Ultimate Collection,Eurythmics,2hbA72TFulrNGTEBUMAnzG,2005-11-04,55,281040,0.584,0.267,0.776,0.0,0.112,0.608,-5.495,0.0358,112.139,0,4
Wake Me Up Before You Go-Go,Make It Big,Wham!,0ikz6tENMONtK6qGkOrU3c,1984-10-23,79,231333,0.62,0.271,0.573,0.0,0.0607,0.897,-11.893,0.0423,81.548,0,4
Jump - 2015 Remaster,1984 (Remastered),Van Halen,7N3PAbqfTjSEU1edb2tY8j,1984-01-04,78,241599,0.572,0.171,0.835,0.000377,0.0702,0.795,-6.219,0.0317,129.981,0,4
The Only Way Is Up,Wanted,Yazz,0QmL9PTzMnBW1SeFmJmDF9,1988-11-14,0,268373,0.636,0.0632,0.883,0.00166,0.167,0.67,-7.398,0.0404,124.576,11,4
You Shook Me All Night Long,Back In Black,AC/DC,2SiXAy7TuUkycRVbbWDEpo,1980-07-25,79,210173,0.532,0.00287,0.767,0.000513,0.39,0.755,-5.509,0.0574,127.361,7,4
Dancing On The Ceiling,Dancing On The Ceiling (Expanded Edition),Lionel Richie,1AwJGxWNl5n8O2CSlvPKYL,1986,0,270720,0.698,0.12,0.774,2.26e-06,0.409,0.731,-8.642,0.048,133.197,0,4
Lucky Star,Madonna,Madonna,5I0WMWBGRuHiAwNa6yjm9r,1983-07-27,43,337840,0.803,0.198,0.814,1.18e-05,0.223,0.933,-4.579,0.0381,117.08,4,4
Mystery Of Love,Amnesia,Mr. Fingers,6AvtRMA6AzFNYZ3qEMYpch,1989-01-01,0,430576,0.767,0.0681,0.686,0.91,0.111,0.565,-10.476,0.0461,114.07,7,4
Come to House,Come to House,Mr. Lee,42YWj4CuDrjr46OtsGG4fb,2014-09-25,35,301880,0.591,0.0303,0.784,0.917,0.11,0.688,-13.84,0.0521,122.588,10,4
Last Night a D.J. Saved My Life,A Night to Remember (Mixed By Tony Okungbowa & Jojoflores),Various Artists,34jtsFqKNRSJFa0r6ZRqQh,2012-05-01,59,252653,0.849,0.0463,0.657,2.93e-05,0.117,0.864,-7.509,0.205,112.682,11,4
Voodoo Ray,Voodoo Ray,A Guy Called Gerald,5gjRugpcrpgRffrheTbQYT,1988-09-01,0,267106,0.683,0.03,0.789,0.0105,0.0724,0.657,-9.034,0.0602,119.504,2,4
Can't Get Enough - Club,Original Acid House Tracks,Various Artists,1Y1j6O3M0UFs508PiScqFA,1998,0,321813,0.643,0.0015,0.597,0.564,0.0932,0.728,-14.481,0.0521,119.411,0,4
Forget Me Nots,Straight From The Heart,Patrice Rushen,7vuSGejUXpD365Nl9tyehq,1982,1,275813,0.912,0.139,0.534,0.102,0.0387,0.963,-5.319,0.0366,114.681,6,4
Can You Feel It (Chuck D. Mix),Mr. Fingers,Mr. Fingers,3UMFjMFkFbGHgUXn8prDAH,2016-01-08,11,327693,0.655,0.459,0.582,0.608,0.307,0.53,-12.415,0.0844,118.347,7,4
Acid Thunder,Jack to the Sound,Fast Eddie,25cVyUYzONCdHUeFWKbOol,1988,33,272419,0.772,5.7e-05,0.887,0.387,0.476,0.774,-9.11,0.0475,124.185,11,4
I'm So Excited,So Excited! (Expanded Edition),The Pointer Sisters,1ot6jEe4w4hYnsOPjd3xKQ,1982-02-01,71,230640,0.59,0.0962,0.868,0.000322,0.442,0.798,-5.832,0.048,184.348,5,4
Let The Music Play,The Best Is Yet To Come,Shannon,4d8Bqtm7ODdQLFXxPSuK64,2000-12-01,0,216000,0.765,0.0038,0.872,0.482,0.275,0.901,-6.993,0.119,118.074,10,4
Youre the One for Me - Radio Mix,You're the One For Me EP,D-Train,3BneMfYdo9X8m90BRhMzSL,1981-01-01,52,250635,0.701,0.0194,0.896,1.01e-05,0.0521,0.927,-5.738,0.126,120.16,11,4
Don't Go,Upstairs at Eric's,Yazoo,5JOVSWohrjXW0BFTboh8XO,1982-07-01,64,188466,0.803,0.312,0.411,0.00344,0.0411,0.654,-16.013,0.0521,126.236,6,4
She Has A Way,Freedom In An Unfree World (Expanded Edition),Bobby O,7hxDfAPGmjfUCQn08FxYha,1983-09-19,41,353466,0.677,0.0844,0.727,0.0118,0.0724,0.765,-12.849,0.0388,124.174,2,4
Forget Me Nots,Straight From The Heart,Patrice Rushen,7vuSGejUXpD365Nl9tyehq,1982,1,275813,0.912,0.139,0.534,0.102,0.0387,0.963,-5.319,0.0366,114.681,6,4
Maniac,Flashdance (Original Soundtrack From The Motion Picture),Various Artists,0QKfiqpEU4h9ycPSzIFwYe,1983-04-11,72,244706,0.617,0.0891,0.533,4.04e-06,0.0415,0.835,-11.516,0.0651,158.86,3,4
Teardrops,Conscience,Womack & Womack,34zDwAdksPXYzGINUT0oW7,1988-06-13,60,303666,0.881,0.269,0.56,0.000259,0.0789,0.925,-13.234,0.0895,133.62,8,4
Clear,Clear,Cybotron,6ktxc1Nf5UV7hBpkGlmhYJ,1990-01-01,0,294533,0.802,0.000235,0.642,0.832,0.46,0.323,-12.996,0.0627,125.276,11,4
D.I.S.C.O - English Version,The Best Of,Ottawan,2oiSpddGUSZ4626Gr8H3Cl,2011-07-25,0,196506,0.714,0.111,0.867,8.55e-05,0.325,0.872,-6.295,0.0569,122.915,7,4
It's A Love Thing,The Complete Solar Hit Singles Collection,The Whispers,2BNCRJ4rAoPtdIOIPCiJIY,2014-09-08,48,228573,0.808,0.274,0.785,1.04e-05,0.266,0.933,-7.718,0.12,117.719,5,4
Somebody Else's Guy - Original,Somebody Else's Guy,Jocelyn Brown,4wzZqzOKWhQkv9vTLHS4HP,1984-01-01,0,386026,0.745,0.00353,0.728,0.00109,0.099,0.623,-9.843,0.0574,103.013,6,4
Remind Me,Straight From The Heart,Patrice Rushen,6K3fTjBCHXCQtc8xK2IL6w,1982,0,316640,0.785,0.23,0.587,0.00873,0.0934,0.809,-7.595,0.0477,91.076,9,4
Let's Groove,Raise!,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8,1981-11-14,79,339320,0.869,0.121,0.648,2.17e-05,0.126,0.9,-8.698,0.0633,125.035,11,4
On & On - Original Mega,20th Anniversary Of House Music Vol. 1: On And On,Jesse Saunders,7jGhlI2LQVDSmgMpOxFfAH,2003-01-01,33,382266,0.753,0.000226,0.702,0.906,0.0757,0.252,-10.956,0.0579,121.404,7,4
No Way Back,No Way Back,Adonis,7nQaBI1NTv5kpPyeMruTTK,2018-08-24,37,295911,0.806,0.000764,0.826,0.867,0.119,0.427,-12.77,0.0789,125.327,6,4
Jack Your Body - 1986 Club Mix,Jack Your Body (S&S Reloaded),"Steve ""Silk"" Hurley",10QGhgqQm0I2Y9maxrM7T6,2016-03-11,41,306231,0.803,0.017,0.84,0.0936,0.114,0.943,-7.715,0.0852,122.543,1,4
Ain't Nobody,Stompin' At The Savoy,Rufus,53Za5vyGc1x7GxgJVRjRKc,1983,64,285253,0.825,0.258,0.811,0.000276,0.132,0.789,-9.226,0.0524,104.28,10,4
Bring Down the Walls,Godfathers of House,Larry Heard,180ACG4rTHqNs0gFO4Z30H,2000,4,345280,0.815,0.282,0.807,0.15,0.109,0.846,-8.784,0.11,121.734,1,4
Give Me Tonight,The Best Is Yet To Come,Shannon,4KhOfYSg4ULCbTjCLj3EB2,2000-12-01,0,233493,0.697,0.0199,0.979,0.0127,0.317,0.583,-7.262,0.0538,119.083,9,4
Love Come Down - Single Version,Legends,"Evelyn ""Champagne"" King",278bcSiDRpTUEfdj7Uyo5U,2005-02-05,36,217920,0.8,0.00449,0.617,0.00409,0.0661,0.908,-7.762,0.0648,117.239,11,4
Get Down On It,Lost And Found: Disco Volume 3,Various Artists,6T4RuuEoxbwQOCBOt7jxHQ,2007,0,211106,0.868,0.181,0.588,7.23e-05,0.06,0.969,-8.324,0.0571,110.865,7,4
French Kiss - The Original Underground Mix,Club Epic - A Collection Of Classic Dance Mixes: Volume 4,Various Artists,7hnqJYCKZFW7vMoykaraZG,1996-01-30,44,591733,0.689,0.0133,0.505,0.818,0.345,0.564,-13.846,0.0867,123.948,6,4
Holiday,Madonna,Madonna,7arHM2KZ0KzIZXFVDRGClI,1983-07-27,58,231560,0.813,0.0251,0.699,0.0135,0.0527,0.732,-8.656,0.0458,117.548,7,4
"Showing Out (Get Fresh At the Weekend) - 7"" Version",F.L.M. (Deluxe Edition),Mel & Kim,5hVUbtzEMl8BLwZCG0ZMtD,1987,47,214866,0.703,0.00613,0.838,0.0129,0.137,0.767,-11.782,0.0638,119.771,4,4
Pump Up The Jam,Ultimate Club Dance 90s,Deee-Lite,1ZtzjvhIcLoogzOpt4rKoa,1998-01-01,0,217142,0.886,0.0145,0.78,2.96e-06,0.0453,0.6,-10.78,0.102,124.778,10,4
Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1TfqLAPs4K3s2rJMoCokcS,1983-01-04,81,216933,0.692,0.225,0.711,0.0,0.12,0.875,-7.498,0.0317,125.135,0,4
Moments In Love,(Who's Afraid Of) The Art Of Noise? [Remastered],The Art Of Noise,2bsczk82MWGPmTbe6IWYsa,1984-06-19,51,615693,0.696,0.28,0.234,0.0511,0.311,0.489,-14.991,0.112,138.118,9,4
Going Back to My Roots - Single Version,I Got the Melody (Expanded Edition),Odyssey,2ce4RsJ38JH1iroQhoph3J,1981-05-01,51,205506,0.698,0.0551,0.853,0.00196,0.0388,0.879,-9.667,0.0353,107.347,1,4
Upside Down,Diana,Diana Ross,3pbtBomO4Zt5gGiqsYeiBH,1980-05-22,69,245600,0.873,0.179,0.855,0.0285,0.0377,0.884,-8.559,0.0615,107.868,5,4
Back To Life,Keep On Movin',Soul II Soul,7vvRkLPIvfjjmCIqNxBuEZ,1989-01-01,65,228266,0.817,0.0515,0.484,0.000213,0.0391,0.671,-11.659,0.143,100.978,7,4
"I.O.U. (7"" Version)",Freeez Frame! - The Best of Freeez,Freeez,35aAY4EJTCzqcluZYuIpCM,1993-01-04,0,227733,0.759,0.0185,0.905,0.000282,0.104,0.774,-8.894,0.0474,118.794,2,4
Acid Tracks,Acid Tracks,Phuture,63eiF9VouGtmhiBKjm1LHU,2000,33,739626,0.795,0.0308,0.861,0.914,0.113,0.537,-16.921,0.0744,120.44,6,4
Big Fun,Paradise,Inner City,4PyhlL1vrSvPlhYLdphszr,1989,53,206160,0.677,0.0787,0.935,0.376,0.0787,0.965,-11.55,0.0514,120.11,3,4
Love Can't Turn Around (Original Mix),Farley Jackmaster Funk,"Farley ""Jackmaster"" Funk",37cwvKWbzlim74LV27VDxS,2005,1,251026,0.611,0.00124,0.926,2.94e-05,0.827,0.774,-3.323,0.405,122.365,10,4
Promised Land,Promised Land,Joe Smooth,796T2ROxTNibXRjVhjSzCa,1988-12-11,54,331706,0.718,0.0026,0.93,0.0176,0.0363,0.697,-4.532,0.038,128.736,7,4
Doo Wa Ditty (Blow That Thing),All the Greatest Hits,Zapp,2mx0O7IniovyDS8Wi0B3Sq,1993-09-28,53,225093,0.827,0.472,0.676,0.049,0.426,0.92,-11.159,0.0628,113.606,9,4
Never Too Much,Never Too Much,Luther Vandross,3nFJbZCHP4d9vduKjJLdBL,1981-07-23,71,230466,0.734,0.125,0.586,0.0,0.0367,0.762,-11.866,0.129,109.933,2,4
Celebration,Celebrate!,Kool & The Gang,3K7Q9PHUWPTaknlbFPThn2,1980-09-29,71,298866,0.885,0.145,0.664,0.0483,0.0767,0.906,-11.795,0.0524,121.632,1,4
This Is Acid,80s Chicago House Anthems,Various Artists,4hyNlDvpBxi67l8yMBdZRv,1987,1,277856,0.808,0.00047,0.98,0.454,0.277,0.837,-6.103,0.0729,125.452,9,4
Love Sensation,Love Sensation,Loleatta Holloway,4OmDRl8nlE1IkWkwS82nY3,1980,49,366200,0.703,0.00947,0.755,0.02,0.17,0.731,-9.337,0.0749,117.128,5,4
Good Life,Paradise,Inner City,5sJiLlgQKBL81QCTOkoLB5,1989,59,244773,0.716,0.172,0.783,0.0346,0.0327,0.952,-12.876,0.0496,121.306,4,4
Take on Me,Hunting High and Low,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,1985-06-01,84,225280,0.573,0.018,0.902,0.00125,0.0928,0.876,-7.638,0.054,84.412,6,4
Maniac,Flashdance Original Soundtrack From The Motion Picture,Various Artists,1xPSDf8z4dH46gkvlLtvDO,1983-01-01,0,244706,0.617,0.0891,0.533,4.04e-06,0.0415,0.835,-11.516,0.0651,158.86,3,4
Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1TfqLAPs4K3s2rJMoCokcS,1983-01-04,81,216933,0.692,0.225,0.711,0.0,0.12,0.875,-7.498,0.0317,125.135,0,4
Africa,Toto IV,TOTO,2374M0fQpWi3dLnB54qaLX,1982-04-08,82,295893,0.671,0.257,0.373,8.01e-05,0.0481,0.732,-18.064,0.0323,92.718,9,4
Don't Stop Believin',Escape,Journey,4bHsxqR3GMrXTxEPLuK5ue,1981,81,250986,0.5,0.127,0.748,0.0,0.447,0.514,-9.072,0.0363,118.852,4,4
Everybody Wants To Rule The World,Songs From The Big Chair,Tears For Fears,40dJCw4xU6Bd5ie9rfagNo,1985-02-25,0,251480,0.637,0.363,0.811,0.00451,0.107,0.552,-11.345,0.0583,112.053,7,4
"Footloose - From ""Footloose"" Soundtrack",The Essential Kenny Loggins,Kenny Loggins,4YR6Dextuoc3I8nJ0XgzKI,2002,65,226293,0.564,0.159,0.911,4.36e-05,0.118,0.582,-5.39,0.0536,173.938,2,4
Down Under,The Best Of Men At Work: Contraband,Men At Work,46RVKt5Edm1zl0rXhPJZxz,1996-02-01,71,220866,0.746,0.0485,0.79,0.0261,0.0534,0.891,-4.7,0.0257,107.231,11,4
Tainted Love,Non Stop Erotic Cabaret (Deluxe Edition),Soft Cell,3HnqpxXpizCRADKCU78cLk,1981-12,0,153880,0.518,0.476,0.51,0.0,0.292,0.651,-8.057,0.0352,144.543,0,4
Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,0GONea6G2XdnHWjNZd6zt3,1984-11-05,81,216053,0.508,0.0183,0.834,0.0,0.0732,0.774,-6.205,0.0386,139.131,2,4
I'm Still Standing,Rocket Man (Deluxe Edition),Elton John,0lzpfrTARexLFXEACKSXTh,2007-03-26,0,181786,0.489,0.455,0.927,0.00165,0.305,0.79,-6.298,0.17,177.354,10,4
I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,1987-06-02,81,291293,0.709,0.207,0.824,0.000307,0.0888,0.867,-8.824,0.0453,118.818,1,4
Don't You (Forget About Me),Once Upon A Time (Super Deluxe),Simple Minds,6CtNdzwFfWUHOSXyJsHvBe,1985-10-21,0,263040,0.66,0.168,0.816,0.0181,0.0608,0.678,-6.61,0.0299,111.346,2,4
Under Pressure,Best of Bowie,David Bowie,5oidljiMjeJTWUGZ4TfFea,2002-10-21,63,237520,0.678,0.24,0.643,0.0,0.0708,0.534,-9.316,0.0444,113.46,2,4
Girls Just Want to Have Fun,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Cyndi Lauper,2zjt2hHBbiv5SuxYg8Z7eP,2014-03-28,66,238120,0.707,0.214,0.788,0.000571,0.308,0.746,-5.269,0.0333,120.465,6,4
You Make My Dreams (Come True),Voices,Daryl Hall & John Oates,4o6BgsqLIBViaGVbx5rbRk,1980,77,190626,0.751,0.234,0.501,0.112,0.0467,0.902,-12.151,0.0551,167.057,5,4
You Give Love A Bad Name,Slippery When Wet (Remastered),Bon Jovi,5VVwwfK6Cp9IydkhKfJUEq,1986-01-01,0,222706,0.54,0.0678,0.96,2.34e-06,0.342,0.802,-2.971,0.0521,122.761,0,4
We Built This City,Knee Deep In The Hoopla,Starship,7aHRctaQ7vjxVTVmY8OhAA,1985,1,296080,0.661,0.052,0.908,0.0,0.0708,0.656,-4.897,0.039,144.091,5,4
Beat It,Thriller 25 Super Deluxe Edition,Michael Jackson,1OOtq8tRnDM8kG2gqUPjAj,1982-11-30,80,258040,0.779,0.0491,0.867,7.98e-06,0.197,0.915,-3.704,0.0457,138.858,3,4
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Ravishing - The Best Of,Bonnie Tyler,6AJlcxjEO2baFC24GPsJjg,2009-03-30,0,348706,0.575,0.0159,0.811,4.37e-06,0.0902,0.873,-10.981,0.0401,149.671,9,4
