name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Bad Boy's 10th Anniversary- The Hits,Various Artists,6Wt5QBzHp9vdSLAFlvdnDQ,2004-03-09,70,285586,0.713,0.421,0.471,0.0,0.0308,0.779,-7.392,0.483,199.764,1,4
Candy Shop,The Massacre,50 Cent,5D2mYZuzcgjpchVY1pmTPh,2005-03-03,79,209106,0.614,0.0253,0.574,3.2e-05,0.38,0.755,-7.961,0.466,125.173,11,5
I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,Busta Rhymes,440JHgcmlgu65MbKBg20ba,2002-11-26,55,324306,0.563,0.0141,0.751,0.0,0.636,0.487,-4.325,0.317,85.789,6,4
Alors On Danse - Radio Edit,Cheese,Stromae,6LXRvh3S8TB5P1PKy4lY1S,2010-01-01,0,206066,0.79,0.0994,0.59,0.00203,0.065,0.714,-9.206,0.0793,119.951,1,4
Give It To Me,Shock Value,Timbaland,0wbDgMuAoy7O7pL3a69uZx,2007-01-01,70,234026,0.975,0.168,0.711,0.000552,0.0799,0.815,-3.904,0.0632,110.621,8,4
Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,6jEZLz3YpnEBRpVkv35AmP,2004-07-13,7,192600,0.857,0.332,0.801,1.2e-06,0.0789,0.753,-6.499,0.0618,96.009,0,4
03' Bonnie & Clyde,The Blueprint 2 The Gift & The Curse,JAY-Z,5ljCWsDlSyJ41kwqym2ORw,2002-11-12,72,205560,0.759,0.23,0.678,0.0,0.15,0.327,-5.148,0.314,89.64,9,4
P.I.M.P.,Get Rich Or Die Tryin',50 Cent,3G0yz3DZn3lfraledmBCT0,2003-02-06,76,249480,0.712,0.0521,0.772,4.35e-06,0.0368,0.848,-3.024,0.346,84.722,10,4
Temperature,The Trinity,Sean Paul,0k2GOhqsrxDTAbFFSdNJjT,2005-09-26,79,218573,0.951,0.106,0.6,0.0,0.0712,0.822,-4.675,0.0685,125.04,0,4
Hate It Or Love It,The Documentary,The Game,2wGSgTmgSF3xjRrHkTc25R,2005,77,206400,0.802,0.14,0.785,0.0,0.123,0.435,-4.781,0.207,99.998,9,4
"Bump, Bump, Bump (feat. P. Diddy)",Pandemonium!,B2K,75lRRdjplzfpmBjNzMPyjR,2003-03-06,62,282773,0.835,0.1,0.68,0.0,0.049,0.889,-6.02,0.21,95.508,1,4
Smack That,Konvicted,Akon,3qKGvSu1inEZKwYQnMavNA,2006,42,212360,0.94,0.317,0.743,0.0,0.0909,0.932,-5.166,0.0475,118.988,5,4
You Don't Know,Eminem Presents The Re-Up,Eminem,0nKZeSrqH9u31NLoTUsYBR,2006-12-04,60,257906,0.767,0.0116,0.864,0.0,0.0957,0.747,-1.847,0.133,85.475,10,4
Lollipop,Tha Carter III,Lil Wayne,4P7VFiaZb3xrXoqGwZXC3J,2008-06-10,70,299333,0.829,0.056,0.428,0.00413,0.137,0.45,-9.469,0.0831,148.075,0,4
The Way I Are,Shock Value,Timbaland,2bLqfJjuC5syrsgDsZfGmn,2007-01-01,81,179120,0.731,0.181,0.807,0.751,0.319,0.765,-6.492,0.1,114.759,3,4
Sexy Bitch (feat. Akon),One More Love,David Guetta,127uq83uGFapbddqiMUKky,2010-11-22,76,195853,0.813,0.0771,0.627,0.000616,0.131,0.801,-5.018,0.0486,130.011,11,4
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,7LqjznQwfrax7MjQXmxqdQ,2002,70,187840,0.845,0.00733,0.768,5.04e-06,0.0575,0.96,-5.448,0.188,100.0,6,4
Get Busy,Dutty Rock,Sean Paul,5qTvkDrSfvwDv6RBjjcfQr,2002-11-12,74,211666,0.735,0.615,0.824,0.0,0.158,0.726,-4.143,0.036,100.202,10,4
I Wanna Love You,Konvicted,Akon,4xAk8Lw82G3YoVSOdVAsBx,2006,33,247066,0.866,0.0373,0.454,1.49e-06,0.275,0.368,-9.383,0.0414,99.985,0,4
Ridin',The Sound of Revenge,Chamillionaire,3kZoay4ANo86ehb6s4RwS9,2005-01-01,71,303053,0.787,0.189,0.799,0.0,0.3,0.835,-4.68,0.0993,143.052,8,4
A Milli,Tha Carter III,Lil Wayne,3uqinR4FCjLv28bkrTdNX5,2008-01-01,64,221840,0.674,0.0387,0.695,0.00202,0.194,0.773,-8.636,0.278,151.486,6,4
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2mKouqwAIdQnMP43zxR89r,2001-12-04,74,267093,0.835,0.0219,0.707,2.19e-05,0.108,0.919,-5.074,0.0598,93.955,8,4
Let Me Blow Ya Mind,Scorpion,Eve,3RmKpob8xzv1pzHEQrMJah,2001-01-01,73,230133,0.908,0.242,0.557,0.0,0.0709,0.897,-4.243,0.107,90.032,8,4
Baby Boy (feat. Sean Paul),Dangerously In Love,Beyoncé,4WY3HyGXsWqjFRCVD6gnTe,2003-06-24,64,244826,0.655,0.0825,0.488,1.16e-06,0.221,0.791,-9.17,0.22,91.025,1,4
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Bad Boy 20th Anniversary Box Set Edition,Various Artists,2yr2HnFYl7XvqJk4fXoQBt,2016-08-12,66,257333,0.833,0.347,0.515,0.00156,0.116,0.4,-5.0,0.0462,97.007,11,4
L'Amour Toujours,Top 100 Greatest Dance Hits,Various Artists,4xGuK7FsXuZwHCCuNnPzbD,2011-01-14,1,238759,0.617,0.0328,0.728,0.0482,0.36,0.808,-7.932,0.0292,139.066,7,4
Run It! (feat. Juelz Santana),Chris Brown (Expanded Edition),Chris Brown,7xYnUQigPoIDAMPVK79NEq,2005,71,229866,0.846,0.0246,0.482,0.0,0.393,0.212,-6.721,0.129,100.969,1,4
The Next Episode,2001,Dr. Dre,4LwU4Vp6od3Sb08CsP99GC,1999-11-16,81,161506,0.922,0.0281,0.909,0.0,0.0856,0.309,-2.429,0.27,95.295,10,4
21 Questions,Get Rich Or Die Tryin',50 Cent,41bIQPBE1lFN0mmw6Lmssz,2003-02-06,72,224426,0.576,0.353,0.807,0.000363,0.0512,0.908,-3.908,0.317,90.012,6,4
Turn Me On,Kevin Lyttle (US Domestic Release),Kevin Lyttle,0BBOLOV5JntPL3341swIre,2004-03-30,68,192106,0.677,0.0405,0.682,0.0,0.0351,0.875,-6.879,0.0361,106.279,9,4
Birthday Sex,Jeremih,Jeremih,16XNk3bVCSHXN1rlwbXtHb,2009-01-01,67,226506,0.677,0.295,0.523,0.0,0.15,0.446,-5.603,0.0439,60.019,7,4
Maria Maria (feat. The Product G&B) - Radio Edit,Pure... 2000s Party,Various Artists,3mZjcZH6CEp4YBm7iz3P7l,2014-08-29,47,237920,0.755,0.0532,0.744,1.25e-05,0.0263,0.819,-5.042,0.0996,97.923,4,4
Infinity 2008,SLAM!FM Presents Clubbin' Best of 2008/2009,Various Artists,7vseIfb8ooQmXzisuinchZ,2011-11-02,1,190013,0.493,0.000337,0.849,0.00672,0.355,0.483,-6.139,0.0576,127.999,7,4
"Never Leave You (Uh Oooh, Uh Oooh)",Almost Famous,Lumidee,1AjQE5MtP5jHQMyDepbvLI,2003-01-01,62,184906,0.811,0.0391,0.657,0.712,0.0798,0.777,-6.197,0.362,199.958,6,4
I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,Various Artists,7lVNTXkI3cHFvcXiI8damb,2005-10-04,64,268800,0.66,0.397,0.707,0.0,0.211,0.761,-5.758,0.208,89.279,6,4
Without Me,The Eminem Show,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,2002-05-26,87,290320,0.908,0.00286,0.669,0.0,0.237,0.662,-2.827,0.0738,112.238,7,4
Live Your Life,Paper Trail,T.I.,3jlbL2OTD5YmIunYzgQTAN,2008-09-07,75,338853,0.375,0.071,0.862,0.0,0.211,0.478,-3.363,0.255,159.841,11,4
Naughty Girl,Dangerously In Love,Beyoncé,0CPLnPUUHh44vAzDSM5ZlR,2003-03-10,63,208600,0.735,0.239,0.466,6.24e-06,0.102,0.643,-8.65,0.0857,99.973,6,4
Low (feat. T-Pain),Mail on Sunday,Flo Rida,0CAfXk7DXMnon4gLudAp7J,2008-03-17,81,231400,0.918,0.0928,0.609,0.0,0.139,0.304,-5.64,0.0791,128.008,10,4
Gimme More,Blackout,Britney Spears,6ic8OlLUNEATToEFU3xmaH,2007-10-25,79,251240,0.788,0.25,0.844,0.000678,0.0723,0.382,-3.131,0.0334,113.324,2,4
I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,Pitbull,6a8GbQIlV8HBUW3c6Uk9PH,2009-10-23,59,237120,0.825,0.0142,0.743,2.12e-05,0.237,0.8,-5.995,0.149,127.045,2,4
Pon de Replay,Music Of The Sun,Rihanna,4TsmezEQVSZNNPv5RJ65Ov,2005-08-29,77,246960,0.779,0.000155,0.64,0.00077,0.101,0.498,-8.415,0.159,99.019,7,4
Right Now (Na Na Na),Freedom,Akon,2VqAEP1yY5T523K7bZtL8a,2008-01-01,70,240746,0.83,0.262,0.857,0.0,0.413,0.607,-4.194,0.152,137.982,8,4
'Till I Collapse,The Eminem Show,Eminem,4xkOaSrkexMciUUogZKVTS,2002-05-26,85,297786,0.548,0.0622,0.847,0.0,0.0816,0.1,-3.237,0.186,171.447,1,4
Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),Flo Rida,3GpbwCm3YxiWDvy29Uo3vP,2009-03-30,75,204640,0.72,0.009,0.672,0.0,0.232,0.705,-6.852,0.0551,124.986,7,4
Stronger,Graduation,Kanye West,4fzsfWzRhPawzqhX8Qt9F3,2007-09-11,38,311866,0.617,0.00564,0.717,0.0,0.408,0.49,-7.858,0.153,103.992,10,4
Superstar,Thank You,Jamelia,3oobWqIgYrSRg18uqRuPIF,2003-06-30,70,215480,0.801,0.0457,0.645,0.0,0.0357,0.824,-6.93,0.0356,110.01,1,4
Shut Up,Elephunk,Black Eyed Peas,1v1cw4SFLh1ELs2VRAcJZt,2003-01-01,40,296186,0.81,0.0637,0.714,0.0,0.237,0.561,-3.966,0.243,112.968,2,4
Rise & Fall (feat. Sting),Slicker than Your Average,Craig David,23ehR4jpFQFMfDADgFdXR7,2002-11-19,59,287226,0.405,0.252,0.589,0.0,0.661,0.808,-7.51,0.0586,83.373,6,4
Say It Right,Loose,Nelly Furtado,2aI21FnmY7TJVKeMaoQZ0t,2006-01-01,80,223080,0.872,0.0476,0.872,0.00112,0.0543,0.809,-6.328,0.139,116.948,1,4
You Can Do It,At Tha Movies,Ice Cube,1xMPwgmLHVXkIFYL0rvGiZ,2007-01-01,62,259306,0.946,0.00084,0.837,0.0,0.0482,0.893,-5.355,0.164,99.881,1,4
Beautiful Liar,B'Day Deluxe Edition,Beyoncé,2HWWNoWEEEECwZhAiLg7ib,2007-05-29,65,199853,0.764,0.00554,0.751,0.000237,0.164,0.418,-3.74,0.0703,91.977,8,4
Numb / Encore,Collision Course (Deluxe Version),JAY-Z,7dyluIqv7QYVTXXZiMWPHW,2004-11-30,67,205280,0.685,0.0601,0.803,0.0,0.546,0.799,-4.251,0.156,107.005,2,4
Rude Boy,Rated R,Rihanna,60jzFy6Nn4M0iD1d94oteF,2009-11-20,75,222920,0.563,0.113,0.75,0.0,0.0788,0.812,-4.496,0.127,173.906,11,4
Heartless,808s & Heartbreak,Kanye West,4EWCNWgDS8707fNSZ1oaA5,2008-11-24,82,211000,0.79,0.0515,0.647,0.0,0.248,0.654,-5.983,0.136,87.999,10,4
Don't Mess With My Man,Lucy Pearl,Lucy Pearl,2J2hVpwVV25EK8Bvd3OgCK,2000,64,217666,0.904,0.111,0.655,0.000167,0.0779,0.83,-5.102,0.087,106.005,6,4
Remember the Name (feat. Styles of Beyond),The Rising Tied,Fort Minor,6ndmKwWqMozN2tcZqzCX4K,2005-11-21,73,230493,0.688,0.0583,0.835,2.87e-06,0.0795,0.88,-4.162,0.0911,84.858,8,4
4 My People (feat. Eve),Miss E... So Addictive,Missy Elliott,3GhuNU58hVUuzKY7LHmFRB,2001-05-14,50,289373,0.969,0.14,0.701,0.00161,0.201,0.905,-7.503,0.156,121.392,1,4
Rehab,Good Girl Gone Bad: Reloaded,Rihanna,5X3ahLXhOw16BR09GjYPUT,2008-06-02,66,294720,0.583,0.00321,0.792,4.92e-05,0.315,0.397,-5.894,0.0533,80.055,1,4
Pjanoo - Radio Edit,Pjanoo,Eric Prydz,0F2BxpbxH8Yc3pLub48hrb,2008-08-29,66,157432,0.605,0.000563,0.874,0.812,0.112,0.836,-4.949,0.0295,125.99,7,4
The Real Slim Shady,The Marshall Mathers LP,Eminem,3yfqSUWxFvZELEM4PmlwIR,2000-05-23,86,284200,0.949,0.0302,0.661,0.0,0.0454,0.76,-4.244,0.0572,104.504,5,4
All Rise,All Rise,Blue,7jley98gCQFueQ5MCaFWIb,2001-11-26,64,223546,0.721,0.121,0.737,0.0,0.165,0.931,-2.734,0.0324,97.996,5,4
Run This Town,The Blueprint 3,JAY-Z,7LR85XLWw2yXqKBSI5brbG,2009-09-08,75,267520,0.632,0.281,0.924,0.0,0.263,0.441,-1.802,0.29,86.844,1,4
Replay,Replay,Iyaz,4E5P1XyAFtrjpiIxkydly4,2009-08-18,76,182306,0.706,0.173,0.751,0.0,0.168,0.195,-6.323,0.0708,91.031,9,4
La Tortura (feat. Alejandro Sanz),"Fijación Oral, Vol. 1",Shakira,5BSclXJTa9B0iURhUjZo50,2005-06-03,74,212893,0.74,0.0297,0.783,0.000308,0.123,0.812,-5.367,0.0427,100.011,0,4
Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,70ludZZEUJy1aFVkPI0Kpi,2004-01-01,23,266066,0.892,0.169,0.628,0.0,0.102,0.676,-3.832,0.216,92.063,1,4
Day 'N' Nite (Nightmare),Man On The Moon: The End Of Day (Int'l Version),Kid Cudi,60PAzFNW3vAiAiVK6DRJfB,2009-01-01,72,221240,0.88,0.462,0.443,7.13e-06,0.122,0.803,-6.359,0.0653,138.018,11,4
Don't Cha,PCD (Revised International Version),The Pussycat Dolls,24kGngQeXHt0uhffKpq0zj,2005-01-01,1,272080,0.875,0.00542,0.631,2.54e-06,0.127,0.549,-3.475,0.099,120.002,1,4
Dilemma,Nellyville,Nelly,0ARK753YaiJbpLUk7z5yIM,2002-06-25,77,289160,0.727,0.227,0.552,0.000164,0.198,0.607,-8.074,0.14,168.189,2,4
Trick Me,Tasty,Kelis,3aImJnJlAgcE7bJ1NxthGt,2003-12-05,65,206106,0.97,0.0369,0.72,0.000389,0.326,0.962,-3.347,0.149,107.17,1,4
4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,1oHClQEgDmmbcEx12Kc5nZ,2009-09-18,71,189693,0.753,0.00994,0.931,0.00696,0.234,0.767,-4.922,0.0652,113.029,2,4
La Camisa Negra,Mi Sangre,Juanes,2ZmCYW6bxYtvkthFexIFXL,2004-01-01,56,216706,0.747,0.0995,0.719,0.0,0.054,0.969,-4.419,0.0313,97.005,6,4
7 Days,Born to Do It,Craig David,0gPQTLaqHDgdupKEok7J2x,2000-08-14,70,235133,0.659,0.23,0.812,0.0,0.0951,0.888,-7.499,0.0487,83.014,4,4
Promiscuous,Loose,Nelly Furtado,2gam98EZKrF9XuOkU13ApN,2006-01-01,82,242293,0.808,0.0569,0.97,6.13e-05,0.154,0.868,-6.098,0.0506,114.328,10,4
Lady - Hear Me Tonight,Modjo (Remastered),Modjo,106X4facOVhIkDR3cLBCym,2001,0,307153,0.72,0.00793,0.808,0.0293,0.0634,0.869,-5.627,0.0379,126.041,6,4
Beautiful,The Best Of Snoop Dogg,Snoop Dogg,4675yUu8AUbE72T94BkLCD,2005-01-01,67,299146,0.893,0.299,0.74,0.0,0.0881,0.963,-4.936,0.132,101.025,11,4
911 (feat. Mary J. Blige),The Ecleftic -2 Sides II A Book,Wyclef Jean,1Ov4E4nE7E0yzeqpbhEE5g,2000-05-01,56,259346,0.72,0.243,0.666,5.79e-06,0.0872,0.707,-9.162,0.227,87.024,7,4
Freestyler,In Stereo,Bomfunk MC's,2vlgOAH3M8Fmo19wOjeRyw,1999-06-02,59,306000,0.824,0.0263,0.925,0.376,0.247,0.554,-5.814,0.0965,163.854,11,4
Hot In Herre,Nellyville,Nelly,04KTF78FFg8sOHC1BADqbY,2002-06-25,76,228240,0.956,0.206,0.745,0.0,0.0615,0.912,-4.753,0.12,107.075,11,4
Played-A-Live (The Bongo Song) - Radio Edit,Kids Hits,Various Artists,4LvY4bkPJvK8Nf25rebdGu,2003-01-01,25,197680,0.594,0.0645,0.995,0.917,0.955,0.338,-7.565,0.0627,137.999,8,4
Maneater,Loose,Nelly Furtado,4wH4dJgrsxONID6KS2tDQM,2006-01-01,79,258893,0.796,0.0261,0.777,0.000358,0.121,0.787,-4.81,0.0397,132.722,6,4
Lose Control (feat. Ciara & Fat Man Scoop),The Cookbook,Missy Elliott,0UaMYEvWZi0ZqiDOoHU3YI,2005-07-04,67,226863,0.904,0.0311,0.813,0.00697,0.0471,0.81,-7.105,0.121,125.461,4,4
Forgot About Dre,2001,Dr. Dre,7iXF2W9vKmDoGAhlHdpyIa,1999-11-16,79,222293,0.924,0.0827,0.74,0.0,0.163,0.621,-1.299,0.0774,133.974,8,4
Break Your Heart,The Rokstarr Hits Collection,Taio Cruz,7ElF5zxOwYP4qVSWVvse3W,2010-01-01,75,201546,0.607,0.0327,0.934,0.0,0.0909,0.568,-4.217,0.0314,122.01,3,4
Hung Up,Confessions on a Dance Floor,Madonna,3850dYVgOFIXJh5U4BFEWH,2005-11-11,75,337733,0.649,0.0039,0.647,0.161,0.0686,0.405,-7.695,0.0452,125.02,9,4
Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,3F9ByoUqu31xU0I3G5xfVg,2009-01-01,72,284373,0.798,0.00474,0.629,2.17e-05,0.324,0.4,-6.857,0.0735,130.0,11,4
Forever,Relapse: Refill,Eminem,5UsLjwBaTHBX4ektWIr4XX,2009-05-15,73,357706,0.457,0.249,0.906,0.0,0.182,0.54,-2.278,0.342,104.02,5,5
Always On Time,Pain Is Love,Ja Rule,4hrae8atte6cRlSC9a7VCO,2001-01-01,73,245133,0.839,0.208,0.706,0.0,0.242,0.839,-6.104,0.199,96.673,5,4
Dragostea Din Tei,Big Brother Allstars - Die Sommerfete,Various Artists,0Q4L79GJnMRcUPhAvMeS22,2004-01-01,0,213893,0.81,0.151,0.962,0.0,0.0624,0.706,-4.652,0.0424,130.087,0,4
Ghetto Gospel,Loyal To The Game,2Pac,7jLbTp3qZzah9kMIdW8e5M,2004-01-01,68,238053,0.794,0.0964,0.614,0.0,0.0788,0.663,-5.352,0.0467,80.569,5,4
Shake Ya Tailfeather - Radio Edit,Murphy's Law,Murphy Lee,4TJduXYW1Pg96EDNnfiwxJ,2003-01-01,66,295173,0.715,0.134,0.733,0.0,0.157,0.897,-7.068,0.262,87.665,1,4
Call on Me - Radio Mix,Call on Me (Radio Mix),Eric Prydz,1xNcBAoUw8Hz6LqK2jt4Ff,2004-09-10,73,171360,0.597,0.00427,0.837,0.00115,0.839,0.447,-6.518,0.375,126.342,10,4
Sweet Dreams,I AM...SASHA FIERCE,Beyoncé,2wLMMcXV6sRtLijfLZP9oR,2008-11-14,48,208066,0.694,0.0895,0.825,1.86e-05,0.0618,0.788,-5.986,0.111,121.949,1,4
Pump It,Monkey Business,Black Eyed Peas,2ygMBIctKIAfbEBcT9065L,2005-01-01,75,213066,0.648,0.00937,0.931,0.0,0.752,0.744,-3.15,0.181,153.649,1,4
Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2VOomzT6VavJOGBeySqaMc,2008-06-02,77,238626,0.707,0.0863,0.813,0.0,0.168,0.722,-4.515,0.0571,124.921,11,4
Dirrty (feat. Redman),Stripped,Christina Aguilera,59ZTxQo8rBycIXPLUIKvE2,2002-07-19,68,298853,0.64,0.107,0.889,0.0,0.339,0.436,-3.073,0.322,99.931,2,4
Ms. Jackson,Stankonia,Outkast,0I3q5fE6wg7LIfHGngUTnV,2000-10-31,82,270506,0.843,0.143,0.806,0.0,0.0771,0.613,-5.946,0.269,94.948,4,4
Left Outside Alone,Anastacia,Anastacia,3xl7PsO7Hzuig6To9FgDm6,2004,64,257426,0.663,0.0697,0.746,0.0,0.0929,0.325,-3.567,0.0321,102.847,2,4
Let Me Love You,Let Me Love You,Mario,3ibKnFDaa3GhpPGlOUj7ff,2004-09-21,72,256733,0.656,0.235,0.578,0.0,0.118,0.556,-8.97,0.0922,94.514,7,4
My Love,FutureSex/LoveSounds,Justin Timberlake,0gs72Zn1Nxin1kvKpo9ee5,2006-09-11,0,276160,0.771,0.285,0.676,4.49e-06,0.546,0.804,-6.018,0.223,119.997,4,4
SOS,A Girl Like Me,Rihanna,30cSNer6TV8x2utjULVeQ5,2006-04-10,73,238920,0.677,0.004,0.671,5.07e-05,0.413,0.527,-4.905,0.0361,137.046,7,4
One More Time - Radio Edit [Short Radio Edit],"Musique, Vol. 1",Daft Punk,0ijhkvBpA7OBlY4clWSUZw,2006-03-29,59,235466,0.648,0.0348,0.671,0.0,0.376,0.533,-8.49,0.104,122.891,2,4
U Remind Me,8701,Usher,2QsZVnbWVSjKMXK6K3uRBL,2001-08-07,70,266893,0.657,0.194,0.629,0.0,0.254,0.726,-4.938,0.0782,93.985,6,4
You Rock My World - Radio Edit,Number Ones,Michael Jackson,4oY2T9ur7Ll5b2kpBlcWcb,2003-11-18,62,265933,0.819,0.0297,0.774,0.000626,0.0896,0.947,-2.53,0.101,95.004,4,4
Down,All Or Nothing,Jay Sean,7LP4Es66zdY7CyjepqmvAg,2009-01-01,4,212106,0.657,0.0108,0.695,0.0,0.0822,0.683,-4.493,0.0321,65.997,2,4
Survivor,Survivor,Destiny's Child,2Mpj1Ul5OFPyyP4wB62Rvi,2001-05-01,70,254026,0.514,0.0559,0.911,0.0,0.775,0.619,-2.027,0.41,161.109,1,4
Stan,The Marshall Mathers LP,Eminem,3UmaczJpikHgJFyBTAJVoz,2000-05-23,84,404106,0.78,0.0371,0.768,2.34e-06,0.518,0.507,-4.325,0.238,80.063,6,4
Ayo Technology,Milow,Milow,72IZ5jT2vMnXMYTzc4DgdC,2010-03-15,0,215640,0.776,0.649,0.657,0.0,0.0979,0.772,-7.651,0.033,128.058,11,4
"One, Two Step (feat. Missy Elliott)",Goodies,Ciara,7uKcScNXuO3MWw6LowBjW1,2004-09-27,74,203786,0.944,0.042,0.511,0.00107,0.0379,0.842,-10.96,0.161,113.046,5,4
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,5IVuqXILoxVWvWEPm82Jxr,2003-06-24,76,236133,0.646,0.00249,0.77,0.0,0.0715,0.681,-6.596,0.226,99.165,2,4
Because Of You,Because Of You,Ne-Yo,6CFPFnS9EcLs2I0nWqtWci,2007-01-01,74,266840,0.81,0.528,0.538,0.0,0.0951,0.828,-5.784,0.0356,109.97,0,4
He Wasn't Man Enough,The Heat,Toni Braxton,7f1Dmr246cJ9uQYdbplTbh,2000,67,261933,0.739,0.00916,0.947,3.14e-05,0.326,0.766,-1.916,0.0411,88.009,11,4
Whatever You Like,Paper Trail,T.I.,1IAzD1muglOxOcPbUHs70R,2008-09-07,74,249533,0.68,0.0161,0.687,0.0,0.261,0.467,-6.162,0.0709,150.053,9,4
Gold Digger,Late Registration,Kanye West,1PS1QMdUqOal0ai3Gt7sDQ,2005-08-30,79,207626,0.629,0.0195,0.696,0.0,0.0554,0.623,-5.572,0.348,93.034,1,4
Kiss Me Thru The Phone,iSouljaBoyTellem,Soulja Boy,2q4rjDy9WhaN3o9MvDbO21,2008-01-01,77,193386,0.758,0.0185,0.712,0.0,0.0677,0.795,-3.781,0.112,149.998,7,4
Beautiful,Freedom,Akon,0lqYRbRiGc5oiCUW51JH5s,2008-01-01,65,312986,0.74,0.123,0.945,0.0,0.112,0.629,-4.442,0.0889,130.015,0,4
Shackles (Praise You),Go Get It,Mary Mary,7JKEA8xYDoFp4q0QBW2PGg,2000,65,198346,0.779,0.0343,0.834,0.0,0.0886,0.8,-2.773,0.162,100.46,7,4
SexyBack (feat. Timbaland),FutureSex/LoveSounds,Justin Timberlake,0O45fw2L5vsWpdsOdXwNAR,2006-09-12,78,242733,0.967,0.0584,0.583,0.0,0.0519,0.964,-5.562,0.0789,117.0,7,4
Work It,Under Construction,Missy Elliott,3jagJCUbdqhDSPuxP8cAqF,2002-11-11,70,263226,0.884,0.0778,0.677,0.0,0.0732,0.584,-5.603,0.283,101.868,1,4
Love Don't Cost a Thing,J.Lo,Jennifer Lopez,1fgvJXlcZ7uIddMpqsqw0L,2001-01-23,67,221226,0.786,0.00305,0.842,3.54e-06,0.473,0.685,-5.115,0.0707,97.577,4,4
Boom Boom Pow,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,7xRNsqOQOgWbHV1nbXnfXN,2009-01-01,23,251440,0.867,0.13,0.857,0.00171,0.13,0.402,-5.892,0.0663,130.048,9,4
Through The Wire,The College Dropout,Kanye West,4mmkhcEm1Ljy1U9nwtsxUo,2004-02-10,75,221226,0.571,0.00865,0.739,5.21e-06,0.158,0.66,-6.11,0.247,83.089,7,4
